,0,1,2,3,4,5,6,7,8,9,10,11,12,13
27,bologna,Santander F.,Att,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
28,bologna,Destro M.,Att,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
29,brescia,Joronen J.,Por,7,"
		  			-
		  ",-,-,-,-,-,-,8,2019-20,1
30,brescia,Cistana A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
31,brescia,Sabelli S.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
32,brescia,Martella B.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
33,brescia,Chancellor J.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
34,brescia,Tonali S.,Cen,7,"
-		  ",-,-,-,-,-,-,7,2019-20,1
35,brescia,Dessena D.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
36,brescia,Bisoli D.,Cen,7.5,"
-		  ",-,-,-,-,-,-,7.5,2019-20,1
37,brescia,Spalek N.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
38,brescia,Aye F.,Att,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
39,brescia,Donnarumma A.,Att,6.5,"
1		  ",-,1,-,-,-,-,9.5,2019-20,1
40,brescia,Gastaldello D.,Dif,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
41,brescia,Zmrhal J.,Cen,-,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
42,cagliari,Rafael D.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2019-20,1
43,cagliari,Klavan R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
44,cagliari,Pinna S.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
45,cagliari,Lykogiannis C.,Dif,4.5,"
-		  ",-,-,-,-,1,-,4,2019-20,1
46,cagliari,Ceppitelli L.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
47,cagliari,Nandez N.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
48,cagliari,Nainggolan R.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
49,cagliari,Ionita A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
50,cagliari,Birsa V.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
51,cagliari,Joao Pedro G.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
52,cagliari,Pavoletti L.,Att,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
53,cagliari,Castro L.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
54,cagliari,Cerri A.,Att,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
55,cagliari,Ragatzu D.,Att,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
56,fiorentina,Dragowski B.,Por,5.5,"
		  			-4
		  ",-,-,-,-,-,-,1.5,2019-20,1
57,fiorentina,Lirola P.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
58,fiorentina,Venuti L.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
59,fiorentina,Pezzella G.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
60,fiorentina,Milenkovic N.,Dif,6.5,"
1		  ",-,-,-,-,-,-,11,2019-20,1
61,fiorentina,Pulgar E.,Cen,7,"
1		  ",1,1,-,-,-,-,12,2019-20,1
62,fiorentina,Castrovilli G.,Cen,6,"
-		  ",1,-,-,-,-,-,7,2019-20,1
63,fiorentina,Badelj M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
64,fiorentina,Sottil R.,Tre,7,"
-		  ",-,-,-,-,-,-,7,2019-20,1
65,fiorentina,Chiesa F.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
66,fiorentina,Vlahovic D.,Att,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
67,fiorentina,Benassi M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
68,fiorentina,Boateng K.,Tre,7,"
1		  ",-,-,-,-,1,-,10,2019-20,1
69,fiorentina,Ribery F.,Tre,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
70,genoa,Radu I.,Por,6,"
		  			-3
		  ",-,-,-,-,-,-,3,2019-20,1
71,genoa,Zapata C.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
72,genoa,Romero C.,Dif,6,"
-		  ",1,-,-,-,1,-,6.5,2019-20,1
73,genoa,Ghiglione P.,Dif,6.5,"
-		  ",1,-,-,-,-,-,7.5,2019-20,1
74,genoa,Barreca A.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
75,genoa,Criscito D.,Dif,6,"
1		  ",-,1,-,-,-,-,10.5,2019-20,1
76,genoa,Schone L.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
77,genoa,Lerager L.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
78,genoa,Radovanovic I.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
79,genoa,Kouame C.,Att,6.5,"
1		  ",-,-,-,-,-,-,9.5,2019-20,1
80,genoa,Pinamonti A.,Att,7,"
1		  ",-,-,-,-,-,-,10,2019-20,1
81,genoa,El Yamiq J.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
82,genoa,Pandev G.,Tre,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
83,genoa,Sanabria A.,Att,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
84,inter,Handanovic S.,Por,6,"
		  			-
		  ",-,-,-,-,-,-,7,2019-20,1
85,inter,Skriniar M.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
86,inter,Dambrosio D.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
87,inter,Asamoah K.,Dif,7,"
-		  ",1,-,-,-,-,-,8,2019-20,1
88,inter,Ranocchia A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
89,inter,Vecino M.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
90,inter,Brozovic M.,Cen,7.5,"
1		  ",-,-,-,-,-,-,11.5,2019-20,1
91,inter,Candreva A.,Cen,7.5,"
1		  ",-,-,-,-,-,-,11.5,2019-20,1
92,inter,Sensi S.,Cen,7.5,"
1		  ",-,-,-,-,-,-,11.5,2019-20,1
93,inter,Martinez L.,Att,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
94,inter,Lukaku R.,Att,7,"
1		  ",-,-,-,-,-,-,10,2019-20,1
95,inter,Barella N.,Cen,6,"
-		  ",1,-,-,-,-,-,7,2019-20,1
96,inter,Gagliardini R.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
97,inter,Politano M.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
98,juventus,Szczesny W.,Por,6.5,"
		  			-
		  ",-,-,-,-,-,-,7.5,2019-20,1
99,juventus,Alex Sandro L.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
100,juventus,Bonucci L.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
101,juventus,Chiellini G.,Dif,7,"
1		  ",-,-,-,-,-,-,11.5,2019-20,1
102,juventus,De Sciglio M.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
103,juventus,Pjanic M.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
104,juventus,Matuidi B.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
105,juventus,Khedira S.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
106,juventus,Douglas Costa d.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
107,juventus,Ronaldo C.,Att,7,"
-		  ",-,-,-,-,-,-,7,2019-20,1
108,juventus,Higuain G.,Att,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
109,juventus,Cuadrado J.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
110,juventus,Rabiot A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
111,juventus,Bernardeschi F.,Tre,-,"
-		  ",-,-,-,-,1,-,-,2019-20,1
112,lazio,Strakosha T.,Por,7,"
		  			-
		  ",-,-,-,-,-,-,8,2019-20,1
113,lazio,Luiz Felipe R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
114,lazio,Radu S.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
115,lazio,Acerbi F.,Dif,6.5,"
-		  ",-,-,-,-,1,-,6,2019-20,1
116,lazio,Lazzari M.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
117,lazio,Lulic S.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
118,lazio,Milinkovic S.,Cen,7,"
-		  ",-,-,-,-,-,-,7,2019-20,1
119,lazio,Parolo M.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
120,lazio,Correa C.,Tre,7,"
1		  ",-,-,-,-,-,-,10.5,2019-20,1
121,lazio,Luis Alberto R.,Tre,7.5,"
-		  ",2,-,-,-,-,-,9.5,2019-20,1
122,lazio,Immobile C.,Att,7.5,"
2		  ",-,-,-,-,-,-,13.5,2019-20,1
123,lazio,Vavro D.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
124,lazio,Marusic A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
125,lazio,Cataldi D.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
126,lecce,Gabriel V.,Por,5,"
		  			-4
		  ",-,-,-,-,-,-,1,2019-20,1
127,lecce,Rossettini L.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
128,lecce,Calderoni M.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
129,lecce,Lucioni F.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
130,lecce,Rispoli A.,Dif,4.5,"
-		  ",-,-,-,-,-,-,4.5,2019-20,1
131,lecce,Majer Z.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
132,lecce,Tachtsidis P.,Cen,4.5,"
-		  ",-,-,-,-,-,-,4.5,2019-20,1
133,lecce,Petriccione J.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
134,lecce,Falco F.,Tre,7,"
-		  ",-,-,-,-,-,-,7,2019-20,1
135,lecce,La Mantia A.,Att,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
136,lecce,Lapadula G.,Att,5,"
-		  ",-,-,-,-,1,-,4.5,2019-20,1
137,lecce,Benzar R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
138,lecce,Mancosu M.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
139,lecce,Farias D.,Att,4,"
-		  ",-,-,-,-,-,1,3,2019-20,1
140,milan,Donnarumma G.,Por,6.5,"
		  			-1
		  ",-,-,-,-,-,-,5.5,2019-20,1
141,milan,Musacchio M.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
142,milan,Romagnoli A.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
143,milan,Rodriguez R.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
144,milan,Calabria D.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
145,milan,Calhanoglu H.,Cen,4.5,"
-		  ",-,-,-,-,1,-,4,2019-20,1
146,milan,Paqueta L.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
147,milan,Suso J.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
148,milan,Borini F.,Tre,5,"
-		  ",-,-,-,-,1,-,4.5,2019-20,1
149,milan,Castillejo S.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
150,milan,Piatek K.,Att,4,"
-		  ",-,-,-,-,-,-,4,2019-20,1
151,milan,Bennacer I.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
152,milan,Kessie F.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
153,milan,Leao R.,Att,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
154,napoli,Meret A.,Por,5.5,"
		  			-3
		  ",-,-,-,-,-,-,2.5,2019-20,1
155,napoli,Manolas K.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
156,napoli,Mario Rui S.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
157,napoli,Di Lorenzo G.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
158,napoli,Koulibaly K.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
159,napoli,Ruiz F.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
160,napoli,Allan M.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
161,napoli,Zielinski P.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
162,napoli,Insigne L.,Tre,7,"
2		  ",1,1,-,-,-,-,15,2019-20,1
163,napoli,Callejon J.,Tre,7,"
1		  ",1,-,-,-,1,-,11,2019-20,1
164,napoli,Mertens D.,Att,7,"
1		  ",-,-,-,-,-,-,10,2019-20,1
165,napoli,Ghoulam F.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
166,napoli,Hysaj E.,Dif,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
167,napoli,Elmas E.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
168,parma,Sepe L.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2019-20,1
169,parma,Gagliolo R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
170,parma,Alves B.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
171,parma,Laurini V.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
172,parma,Iacoponi S.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
173,parma,Hernani A.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
174,parma,Barilla A.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
175,parma,Brugman G.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
176,parma,Kulusevski D.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
177,parma,Gervinho,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
178,parma,Inglese R.,Att,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
179,parma,Grassi A.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
180,parma,Siligardi L.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
181,parma,Karamoh Y.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
182,roma,Lopez P.,Por,6,"
		  			-3
		  ",-,-,-,-,-,-,3,2019-20,1
183,roma,Kolarov A.,Dif,6.5,"
1		  ",-,-,-,-,-,-,11,2019-20,1
184,roma,Juan Jesus G.,Dif,4,"
-		  ",-,-,-,-,1,-,3.5,2019-20,1
185,roma,Florenzi A.,Dif,6.5,"
-		  ",-,-,-,-,1,-,6,2019-20,1
186,roma,Fazio F.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
187,roma,Cristante B.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
188,roma,Pellegrini L.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
189,roma,Kluivert J.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
190,roma,Zaniolo N.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
191,roma,Under C.,Tre,6.5,"
1		  ",-,-,-,-,-,-,10,2019-20,1
192,roma,Dzeko E.,Att,7,"
1		  ",-,-,-,-,-,-,10,2019-20,1
193,roma,Zappacosta D.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
194,roma,Mancini G.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
195,roma,Pastore J.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
196,sampdoria,Audero E.,Por,7.5,"
		  			-3
		  ",-,-,-,-,-,-,4.5,2019-20,1
197,sampdoria,Murru N.,Dif,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
198,sampdoria,Bereszynski B.,Dif,4,"
-		  ",-,-,-,-,-,-,4,2019-20,1
199,sampdoria,Murillo J.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
200,sampdoria,Colley O.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
201,sampdoria,Linetty K.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
202,sampdoria,Ekdal A.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
203,sampdoria,Vieira R.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
204,sampdoria,Gabbiadini M.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
205,sampdoria,Caprari G.,Tre,4.5,"
-		  ",-,-,-,-,-,-,4.5,2019-20,1
206,sampdoria,Quagliarella F.,Att,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
207,sampdoria,Jankto J.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
208,sampdoria,Leris M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
209,sampdoria,Bonazzoli F.,Tre,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
210,sassuolo,Consigli A.,Por,6,"
		  			-2
		  ",-,-,-,-,-,-,4,2019-20,1
211,sassuolo,Ferrari G.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
212,sassuolo,Marlon -.,Dif,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
213,sassuolo,Toljan J.,Dif,4.5,"
-		  ",-,-,-,-,-,-,4.5,2019-20,1
214,sassuolo,Rogerio O.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
215,sassuolo,Traore H.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
216,sassuolo,Locatelli M.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2019-20,1
217,sassuolo,Obiang P.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2019-20,1
218,sassuolo,Bourabia M.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
219,sassuolo,Boga J.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
220,sassuolo,Caputo F.,Att,6,"
1		  ",-,-,-,-,-,-,9,2019-20,1
221,sassuolo,Muldur M.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
222,sassuolo,Peluso F.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
223,sassuolo,Raspadori G.,Att,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
224,spal,Berisha E.,Por,7,"
		  			-3
		  ",-,-,-,-,-,-,4,2019-20,1
225,spal,Cionek T.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
226,spal,Vicari F.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
227,spal,Igor Julio d.,Dif,6.5,"
-		  ",1,-,-,-,-,-,7.5,2019-20,1
228,spal,Felipe D.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
229,spal,Dalessandro M.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
230,spal,Valoti M.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2019-20,1
231,spal,Kurtic J.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
232,spal,Missiroli S.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
233,spal,Di Francesco F.,Tre,6.5,"
1		  ",-,-,-,-,-,-,10,2019-20,1
234,spal,Petagna A.,Att,7,"
1		  ",1,-,-,-,-,-,11,2019-20,1
235,spal,Tomovic N.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
236,spal,Murgia A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
237,spal,Floccari S.,Att,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
238,torino,Sirigu S.,Por,7,"
		  			-1
		  ",-,-,-,-,1,-,5.5,2019-20,1
239,torino,Bonifazi K.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
240,torino,De Silvestri L.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
241,torino,Izzo A.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
242,torino,Bremer G.,Dif,6.5,"
-		  ",-,-,-,-,1,-,6,2019-20,1
243,torino,Baselli D.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
244,torino,Rincon T.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
245,torino,Lukic S.,Cen,5.5,"
-		  ",1,-,-,-,-,-,6.5,2019-20,1
246,torino,Ansaldi C.,Cen,7,"
-		  ",1,-,-,-,1,-,7.5,2019-20,1
247,torino,Zaza S.,Att,7,"
1		  ",-,-,-,-,1,-,9.5,2019-20,1
248,torino,Belotti A.,Att,6.5,"
1		  ",-,-,-,-,-,-,9.5,2019-20,1
249,torino,Aina O.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
250,torino,Djidji K.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
251,torino,Meite S.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
252,udinese,Musso J.,Por,6,"
		  			-
		  ",-,-,-,-,-,-,7,2019-20,1
253,udinese,Troost-ekong W.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
254,udinese,Samir C.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
255,udinese,Rodrigo Becao N.,Dif,7,"
1		  ",-,-,-,-,-,-,11.5,2019-20,1
256,udinese,Pezzella G.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
257,udinese,Larsen J.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
258,udinese,Mandragora R.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
259,udinese,Jajalo M.,Cen,7,"
-		  ",-,-,-,-,1,-,6.5,2019-20,1
260,udinese,Fofana S.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
261,udinese,Pussetto I.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
262,udinese,Lasagna K.,Att,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
263,udinese,Sema K.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
264,udinese,De Paul R.,Tre,6.5,"
-		  ",1,-,-,-,-,-,7.5,2019-20,1
265,udinese,Nestorovski I.,Att,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
266,verona,Silvestri M.,Por,6.5,"
		  			-1
		  ",-,-,-,-,-,-,5.5,2019-20,1
267,verona,Faraoni D.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
268,verona,Dawidowicz P.,Dif,5,"
-		  ",-,-,-,-,-,1,4,2019-20,1
269,verona,Kumbulla M.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
270,verona,Rrahmani A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
271,verona,Veloso M.,Cen,6.5,"
1		  ",-,-,-,-,-,-,10.5,2019-20,1
272,verona,Zaccagni M.,Cen,-,"
-		  ",-,-,-,-,-,-,6,2019-20,1
273,verona,Lazovic D.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
274,verona,Verre V.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
275,verona,Henderson L.,Cen,6.5,"
-		  ",-,-,-,-,1,-,6,2019-20,1
276,verona,Tutino G.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2019-20,1
277,verona,Bocchetti S.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2019-20,1
278,verona,Gunter K.,Dif,-,"
-		  ",-,-,-,-,-,-,-,2019-20,1
279,verona,Amrabat S.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2019-20,1
280,atalanta,Gollini P.,Por,6,"
		  			-3
		  ",-,-,-,-,-,-,3,2019-20,2
