,0,1,2,3,4,5,6,7,8,9,10,11,12,13
50,chievo,Hetemaj P.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
51,chievo,Birsa V.,Tre,7,"
1		  ",1,-,-,-,-,-,11,2015-20,1
52,chievo,Mpoku P.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
53,chievo,Paloschi A.,Att,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
54,chievo,Cacciatore F.,Dif,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
55,chievo,Rigoni N.,Cen,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
56,chievo,Meggiorini R.,Att,7.5,"
1		  ",1,-,-,-,1,-,11,2015-20,1
57,empoli,Skorupski L.,Por,5.5,"
		  			-3
		  ",-,-,-,-,-,-,2.5,2015-20,1
58,empoli,Barba F.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
59,empoli,Mario Rui ,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
60,empoli,Martinelli L.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
61,empoli,Zambelli M.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
62,empoli,Croce D.,Cen,7,"
-		  ",1,-,-,-,-,-,8,2015-20,1
63,empoli,Diousse A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
64,empoli,Saponara R.,Tre,7,"
1		  ",-,-,-,-,1,-,9.5,2015-20,1
65,empoli,Zielinski P.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
66,empoli,Maccarone M.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
67,empoli,Pucciarelli M.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
68,empoli,Ronaldo ,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
69,empoli,Signorelli F.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
70,empoli,Mchedlidze L.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
71,fiorentina,Tatarusanu C.,Por,6,"
		  			-
		  ",-,-,-,-,-,-,6,2015-20,1
72,fiorentina,Alonso M.,Dif,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
73,fiorentina,Rodriguez G.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
74,fiorentina,Roncaglia F.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
75,fiorentina,Tomovic N.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
76,fiorentina,Gilberto ,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
77,fiorentina,Badelj M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
78,fiorentina,Valero B.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
79,fiorentina,Bernardeschi F.,Tre,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
80,fiorentina,Ilicic J.,Tre,7.5,"
1		  ",-,1,-,-,1,-,10,2015-20,1
81,fiorentina,Kalinic N.,Att,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
82,fiorentina,Astori D.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
83,fiorentina,Suarez M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
84,fiorentina,Fernandez M.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
85,frosinone,Leali N.,Por,7,"
		  			-2
		  ",-,-,-,-,-,-,5,2015-20,1
86,frosinone,Russo A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
87,frosinone,Crivello R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
88,frosinone,Diakite M.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
89,frosinone,Rosi A.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
90,frosinone,Gori M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
91,frosinone,Gucher R.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
92,frosinone,Paganini L.,Tre,6,"
-		  ",1,-,-,-,-,-,7,2015-20,1
93,frosinone,Soddimo D.,Tre,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
94,frosinone,Dionisi F.,Att,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
95,frosinone,Longo S.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
96,frosinone,Ciofani M.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
97,frosinone,Carlini M.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
98,frosinone,Verde D.,Tre,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
99,genoa,Lamanna E.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2015-20,1
100,genoa,Burdisso N.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
101,genoa,Cissokho I.,Dif,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
102,genoa,De Maio S.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
103,genoa,Marchese G.,Dif,6.5,"
-		  ",-,-,-,-,1,-,6,2015-20,1
104,genoa,Costa T.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
105,genoa,Kucka J.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
106,genoa,Ntcham O.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
107,genoa,Laxalt D.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
108,genoa,Lazovic D.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
109,genoa,Pandev G.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
110,genoa,Tachtsidis P.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
111,genoa,Capel D.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
112,genoa,Panico G.,Att,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
113,inter,Handanovic S.,Por,6,"
		  			-
		  ",-,-,-,-,-,-,6,2015-20,1
114,inter,Juan Jesus ,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
115,inter,Miranda J.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
116,inter,Murillo J.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
117,inter,Santon D.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
118,inter,Brozovic M.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
119,inter,Gnoukouri A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
120,inter,Medel G.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
121,inter,Kondogbia G.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
122,inter,Icardi M.,Att,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
123,inter,Palacio R.,Att,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
124,inter,Hernanes A.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
125,inter,Jovetic S.,Tre,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
126,inter,Manaj R.,Att,-,"
-		  ",-,-,-,-,1,-,-,2015-20,1
127,juventus,Buffon G.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2015-20,1
128,juventus,Bonucci L.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
129,juventus,Chiellini G.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
130,juventus,Evra P.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
131,juventus,Barzagli A.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
132,juventus,Lichtsteiner S.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
133,juventus,Padoin S.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2015-20,1
134,juventus,Pogba P.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
135,juventus,Coman K.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
136,juventus,Pereyra R.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
137,juventus,Mandzukic M.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
138,juventus,Isla M.,Dif,4.5,"
-		  ",-,-,-,-,-,-,4.5,2015-20,1
139,juventus,Dybala P.,Att,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
140,juventus,Llorente F.,Att,-,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
141,lazio,Berisha E.,Por,6.5,"
		  			-1
		  ",-,-,-,-,-,-,5.5,2015-20,1
142,lazio,Basta D.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
143,lazio,De Vrij S.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
144,lazio,Gentiletti S.,Dif,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
145,lazio,Radu S.,Dif,4.5,"
-		  ",-,-,-,-,1,-,4,2015-20,1
146,lazio,Biglia L.,Cen,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
147,lazio,Parolo M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
148,lazio,Lulic S.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
149,lazio,Kishna R.,Tre,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
150,lazio,Keita B.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
151,lazio,Candreva A.,Tre,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
152,lazio,Milinkovic-savic S.,Cen,5.5,"
-		  ",-,-,-,-,1,-,5,2015-20,1
153,lazio,Cataldi D.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
154,lazio,Anderson F.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
155,milan,Lopez D.,Por,7,"
		  			-2
		  ",-,-,-,-,-,-,5,2015-20,1
156,milan,Antonelli L.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
157,milan,De Sciglio M.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
158,milan,Ely R.,Dif,4,"
-		  ",-,-,-,-,-,1,3,2015-20,1
159,milan,Romagnoli A.,Dif,5,"
-		  ",-,-,-,-,1,-,4.5,2015-20,1
160,milan,Bertolacci A.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
161,milan,De Jong N.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
162,milan,Bonaventura G.,Tre,5,"
-		  ",-,-,-,-,1,-,4.5,2015-20,1
163,milan,Honda K.,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
164,milan,Bacca C.,Att,4.5,"
-		  ",-,-,-,-,-,-,4.5,2015-20,1
165,milan,Luiz Adriano ,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
166,milan,Zapata C.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
167,milan,Nocerino A.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
168,milan,Cerci A.,Tre,-,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
169,napoli,Reina J.,Por,6.5,"
		  			-2
		  ",-,-,-,-,-,-,4.5,2015-20,1
170,napoli,Albiol R.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
171,napoli,Hysaj E.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
172,napoli,Maggio C.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
173,napoli,Chiriches V.,Dif,5,"
-		  ",-,-,-,-,1,-,4.5,2015-20,1
174,napoli,Hamsik M.,Cen,6,"
1		  ",-,-,-,-,-,-,9,2015-20,1
175,napoli,Lopez D.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
176,napoli,Valdifiori M.,Cen,5,"
-		  ",-,-,-,-,1,-,4.5,2015-20,1
177,napoli,Insigne L.,Tre,4.5,"
-		  ",-,-,-,-,-,-,4.5,2015-20,1
178,napoli,Mertens D.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
179,napoli,Higuain G.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
180,napoli,El Kaddouri O.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
181,napoli,Callejon J.,Att,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
182,napoli,Gabbiadini M.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
183,palermo,Sorrentino S.,Por,6.5,"
		  			-
		  ",-,-,-,-,-,-,6.5,2015-20,1
184,palermo,El Kaoutari A.,Dif,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
185,palermo,Gonzalez G.,Dif,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
186,palermo,Lazaar A.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
187,palermo,Rispoli A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
188,palermo,Vitiello R.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
189,palermo,Chochev I.,Cen,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
190,palermo,Rigoni L.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
191,palermo,Quaison R.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
192,palermo,Jajalo M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
193,palermo,Vazquez F.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
194,palermo,Daprela F.,Dif,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
195,palermo,Hiljemark O.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
196,palermo,Trajkovski A.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
197,roma,Szczesny W.,Por,7,"
		  			-1
		  ",-,-,-,-,-,-,6,2015-20,1
198,roma,Manolas K.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
199,roma,Torosidis V.,Dif,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
200,roma,Castan L.,Dif,5,"
-		  ",-,-,-,-,1,-,4.5,2015-20,1
201,roma,Florenzi A.,Cen,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
202,roma,De Rossi D.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
203,roma,Nainggolan R.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
204,roma,Pjanic M.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
205,roma,Gervinho ,Tre,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
206,roma,Salah M.,Tre,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
207,roma,Dzeko E.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
208,roma,Keita S.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
209,roma,Iago F.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
210,roma,Ibarbo V.,Tre,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
211,sampdoria,Viviano E.,Por,6.5,"
		  			-2
		  ",-,1,-,-,-,-,7.5,2015-20,1
212,sampdoria,Cassani M.,Dif,6.5,"
-		  ",1,-,-,-,-,-,7.5,2015-20,1
213,sampdoria,Coda A.,Dif,5.5,"
-		  ",-,-,-,-,1,-,5,2015-20,1
214,sampdoria,Regini V.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
215,sampdoria,Silvestre M.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
216,sampdoria,Barreto E.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
217,sampdoria,Fernando L.,Cen,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
218,sampdoria,Soriano R.,Cen,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
219,sampdoria,Ivan D.,Tre,6,"
-		  ",-,-,-,-,-,1,5,2015-20,1
220,sampdoria,Eder C.,Att,7,"
2		  ",-,1,-,-,-,-,13,2015-20,1
221,sampdoria,Muriel L.,Att,8,"
2		  ",-,-,-,-,-,-,14,2015-20,1
222,sampdoria,Wszolek P.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
223,sampdoria,Cassano A.,Att,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
224,sassuolo,Consigli A.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2015-20,1
225,sassuolo,Acerbi F.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
226,sassuolo,Cannavaro P.,Dif,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
227,sassuolo,Peluso F.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
228,sassuolo,Vrsaljko S.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
229,sassuolo,Duncan J.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
230,sassuolo,Magnanelli F.,Cen,6.5,"
-		  ",-,-,-,-,1,-,6,2015-20,1
231,sassuolo,Missiroli S.,Cen,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
232,sassuolo,Berardi D.,Tre,7,"
-		  ",1,-,-,-,1,-,7.5,2015-20,1
233,sassuolo,Floro Flores A.,Att,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
234,sassuolo,Defrel G.,Att,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
235,sassuolo,Politano M.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
236,sassuolo,Sansone N.,Tre,7,"
1		  ",-,-,-,-,1,-,9.5,2015-20,1
237,sassuolo,Falcinelli D.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
238,torino,Padelli D.,Por,5.5,"
		  			-1
		  ",-,-,-,-,-,-,4.5,2015-20,1
239,torino,Glik K.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
240,torino,Maksimovic N.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
241,torino,Moretti E.,Dif,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
242,torino,Avelar D.,Dif,6.5,"
-		  ",1,-,-,-,-,-,7.5,2015-20,1
243,torino,Peres B.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
244,torino,Baselli D.,Cen,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
245,torino,Benassi M.,Cen,7,"
-		  ",-,-,-,-,-,-,7,2015-20,1
246,torino,Gazzi A.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
247,torino,Quagliarella F.,Att,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
248,torino,Lopez M.,Att,5,"
-		  ",-,-,-,-,-,-,5,2015-20,1
249,torino,Vives G.,Cen,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
250,torino,Acquah A.,Cen,-,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
251,torino,Martinez J.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
252,udinese,Karnezis O.,Por,6.5,"
		  			-
		  ",-,-,-,-,-,-,6.5,2015-20,1
253,udinese,Danilo L.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
254,udinese,Edenilson A.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
255,udinese,Heurtaux T.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
256,udinese,Adnan A.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
257,udinese,Piris I.,Dif,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
258,udinese,Iturra M.,Cen,5.5,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
259,udinese,Badu E.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
260,udinese,Fernandes B.,Tre,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
261,udinese,Thereau C.,Att,6.5,"
1		  ",-,-,-,-,-,-,9.5,2015-20,1
262,udinese,Di Natale A.,Att,4.5,"
-		  ",-,-,-,-,-,-,4.5,2015-20,1
263,udinese,Widmer S.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
264,udinese,Kone P.,Tre,6.5,"
-		  ",1,-,-,-,-,-,7.5,2015-20,1
265,udinese,Zapata D.,Att,6.5,"
-		  ",-,-,-,-,-,-,6.5,2015-20,1
266,verona,Rafael D.,Por,6,"
		  			-1
		  ",-,-,-,-,-,-,5,2015-20,1
267,verona,Marquez R.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
268,verona,Moras E.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
269,verona,Pisano E.,Dif,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
270,verona,Souprayen S.,Dif,6.5,"
-		  ",-,-,-,-,1,-,6,2015-20,1
271,verona,Greco L.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
272,verona,Hallfredsson E.,Cen,7.5,"
-		  ",1,-,-,-,-,-,8.5,2015-20,1
273,verona,Sala J.,Cen,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
274,verona,Gomez J.,Tre,6,"
-		  ",-,-,-,-,1,-,5.5,2015-20,1
275,verona,Jankovic B.,Tre,7,"
1		  ",-,-,-,-,-,-,10,2015-20,1
276,verona,Toni L.,Att,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
277,verona,Romulo S.,Cen,-,"
-		  ",-,-,-,-,-,-,5.5,2015-20,1
278,verona,Siligardi L.,Tre,6,"
-		  ",-,-,-,-,-,-,6,2015-20,1
279,verona,Pazzini G.,Att,-,"
-		  ",-,-,-,-,-,-,-,2015-20,1
280,atalanta,Sportiello M.,Por,6,"
		  			-
		  ",-,-,-,-,-,-,6,2015-20,2
